Production,Adel,Perfilyeva,1988-07-12,9999-01-01
Sales,Volkmar,Unno,1992-02-12,2001-03-13
Development,Shichao,Litvinov,1989-08-01,2002-07-06
Sales,Kazuhira,Rosis,1994-10-23,9999-01-01
Development,Junichi,Kavanagh,1987-11-04,9999-01-01
Development,Ebru,Chepyzhov,1996-12-25,9999-01-01
Quality Management,Ronghao,Yavatkar,1988-12-29,2000-11-15
Sales,Phule,Oxenboll,1992-03-12,9999-01-01
Marketing,Aleksandar,Sudkamp,1996-03-12,9999-01-01
Sales,Aleksandar,Sudkamp,1987-03-28,1996-03-12
Development,Khun,Harbusch,1997-08-24,9999-01-01
Production,Bodh,Ranta,1988-03-12,9999-01-01
Development,Werner,Hasham,1995-11-12,2001-10-11
Customer Service,Tsvetan,Matzel,1985-04-02,9999-01-01
Sales,Wonhee,Badr,1989-04-16,9999-01-01
Sales,Sverrir,Streng,1995-02-19,9999-01-01
Finance,Stepehn,Hardjono,2000-01-06,9999-01-01
Quality Management,Oddvar,Schlenzig,1999-10-23,9999-01-01
Sales,Gina,Engelmann,1994-07-05,9999-01-01
Finance,Ennio,Trogemann,1998-06-14,9999-01-01
Human Resources,Ennio,Trogemann,1997-06-28,1998-06-14
Development,Shushma,VanScheik,1999-06-30,2001-04-15
Sales,Gal,Karcich,1987-08-03,9999-01-01
Production,Sumali,Schlenzig,1996-03-25,9999-01-01
Sales,Ung,Zaiane,1994-02-17,9999-01-01
Human Resources,Mang,Maginnis,1991-05-21,9999-01-01
Customer Service,Claudi,Shackel,1994-12-11,9999-01-01
Customer Service,Jiakeng,Himler,1997-08-22,2000-08-15
Human Resources,Dipayan,Suomi,1992-05-22,1999-11-01
Sales,Yoshimitsu,Shobatake,1991-05-28,9999-01-01
Development,Munehiko,Ananiadou,1985-06-05,1992-12-26
Research,Munehiko,Ananiadou,1992-12-26,9999-01-01
Production,Peternela,Iwayama,1989-09-19,9999-01-01
Quality Management,Jouko,Yamaashi,1990-11-18,9999-01-01
Sales,Salvador,Lodder,1999-12-01,2002-01-02
Production,Przemyslawa,Oskamp,1997-09-23,9999-01-01
Production,Kenton,Garnham,1987-02-21,9999-01-01
Production,Mario,Rodite,1992-05-13,1994-12-30
Research,Kokou,Iisaka,1987-09-20,9999-01-01
Development,Guoxiang,Trogemann,1997-05-26,9999-01-01
Customer Service,Maik,Ushiama,1992-06-09,1993-02-10
Development,Maik,Ushiama,1993-02-10,9999-01-01
Production,Duro,Coney,1993-07-24,9999-01-01
Finance,Make,Baba,1988-05-18,1989-06-03
Production,Yongmao,Pintelas,1989-10-03,9999-01-01
Development,Goa,Pleszkun,1996-02-26,9999-01-01
Quality Management,Zhiwei,Anick,1993-11-10,9999-01-01
Human Resources,Nirmal,Varley,1996-12-20,9999-01-01
Development,Teruyuki,Sundgren,1996-01-21,9999-01-01
Quality Management,Amstein,Kossowski,1987-10-08,9999-01-01
Production,Perla,Middleton,1992-08-14,9999-01-01
Development,Mihalis,Heering,1994-07-09,1996-11-18
Research,Mihalis,Heering,1996-11-18,9999-01-01
Development,Elvia,Homond,1989-09-10,1989-10-06
Sales,Huiqun,Vuskovic,1992-11-22,9999-01-01
Marketing,Garnik,Narahari,1990-01-17,9999-01-01
Development,Lobel,Kumaresan,1988-04-29,9999-01-01
Sales,Maris,Haraldson,1998-10-29,9999-01-01
Production,Yakkov,Servieres,1991-12-18,9999-01-01
Production,Anyuan,Zhiwei,1989-09-24,9999-01-01
Finance,Gretta,Baig,1995-08-29,1999-01-26
Production,Pramod,Rabehasaina,1992-01-22,9999-01-01
Production,Valter,Cappelletti,1994-03-09,9999-01-01
Marketing,Maik,Luft,1996-07-31,1998-03-16
Sales,Maik,Luft,1998-03-16,9999-01-01
Development,Vojin,Narwekar,1996-12-16,9999-01-01
Development,Susuma,Larfeldt,1988-09-08,9999-01-01
Quality Management,Yonghoan,Marshall,1993-03-04,9999-01-01
Production,Dannz,Pell,1997-03-13,9999-01-01
Sales,Xiong,Varker,1999-10-19,9999-01-01
Sales,Isamu,Auria,1985-07-23,1998-03-26
Development,Kazuhisa,Kroll,1996-12-01,9999-01-01
Human Resources,Kasidit,Belinskaya,1990-09-30,9999-01-01
Production,Kotesh,Liedekerke,1991-05-01,9999-01-01
Sales,Abdelwaheb,Riesenhuber,1992-10-06,9999-01-01
Customer Service,Keung,Slobodova,1992-09-21,9999-01-01
Sales,Keung,Slobodova,1990-04-20,1992-09-21
Production,Khoa,Marrevee,1992-01-27,9999-01-01
Human Resources,Udi,Gihr,1989-11-28,9999-01-01
Finance,Yuichiro,Schicker,1991-04-02,9999-01-01
Research,Tomofumi,McClure,1992-04-29,1995-04-02
Sales,Raimond,Kirkerud,1990-01-06,1998-07-21
Development,Xiadong,Luga,1985-10-19,9999-01-01
Sales,Tiina,Speek,1990-12-25,9999-01-01
Development,Marin,Lanphier,1993-09-03,9999-01-01
Development,Yonghoan,Alencar,1994-02-09,2001-10-13
Research,Yonghoan,Alencar,1992-12-05,1994-02-09
Production,Jenwei,Ecklund,1996-09-05,9999-01-01
Sales,Kwangsub,Setia,1989-05-11,9999-01-01
Human Resources,Marke,Cesareni,1986-12-12,9999-01-01
Production,Malu,Skafidas,1989-12-23,9999-01-01
Production,Shigehiro,Cincotta,1985-10-09,9999-01-01
Sales,Yuchang,Lunt,1990-07-08,1995-12-20
Production,Kwangho,Theuretzbacher,1988-02-27,9999-01-01
Development,Tetsushi,Barvinok,1996-01-25,9999-01-01
Development,Koichi,Lakshmanan,1993-10-28,9999-01-01
Development,Ymte,Yetto,1997-07-04,1999-06-12
Production,Ymte,Yetto,1999-06-12,9999-01-01
Development,Boriana,Coors,1987-09-23,9999-01-01
Human Resources,Oguz,Gimbel,1995-03-16,9999-01-01
Sales,Mary,Wossner,1986-05-18,9999-01-01
Sales,Mohamadou,Smailagic,1990-08-17,9999-01-01
Research,Dinah,Bahl,1998-01-26,2001-03-03
Customer Service,Shalesh,Stroustrup,1991-08-22,9999-01-01
Sales,Yechiam,Sambasivam,1988-10-07,9999-01-01
Sales,Stella,Benzmuller,1996-09-25,9999-01-01
Development,Przemyslawa,Falby,1987-07-23,1991-09-22
Production,Przemyslawa,Falby,1991-09-22,1998-12-13
Sales,Yucel,Reinhard,1990-06-05,9999-01-01
Production,Martins,Barriga,1994-05-03,9999-01-01
Sales,Godehard,Eiter,1986-02-28,1986-10-01
Development,Yannis,Couchot,1992-02-07,9999-01-01
Finance,Lein,Lichtman,1998-11-24,9999-01-01
Research,Ishfaq,Krzyzanowski,1995-04-29,9999-01-01
Production,Hauke,dAstous,1990-06-30,9999-01-01
Research,Nechama,Schapiro,1991-04-14,9999-01-01
Development,Snehasis,Brobst,1988-02-14,1989-06-19
Marketing,Ramalingam,Gunderson,1991-10-04,9999-01-01
Sales,Ramalingam,Gunderson,1986-07-04,1991-10-04
Development,Beshir,Kisuki,1996-10-11,9999-01-01
Quality Management,Manton,Leuchs,1985-02-03,9999-01-01
Quality Management,Jeong,Rijsenbrij,1988-08-06,9999-01-01
Production,Kazuhito,Shiratori,1998-08-31,9999-01-01
Development,Rajmohan,Wallrath,1990-07-22,9999-01-01
Development,Dines,Gerlach,1990-11-28,9999-01-01
Sales,Vitaly,Picci,1992-05-22,1993-01-19
Finance,JoAnna,Taubman,1992-04-15,9999-01-01
Development,Sashi,Karlin,1992-09-18,1994-08-25
Research,Sashi,Karlin,1994-08-25,9999-01-01
Production,Hisao,Famili,1992-04-22,9999-01-01
Sales,Arumugam,Comellas,1999-04-05,9999-01-01
Development,Yinlin,Esteva,1996-09-03,9999-01-01
Sales,Serge,Joslin,1997-06-30,9999-01-01
Development,Shuky,Pearson,1997-07-24,9999-01-01
Development,Mohit,Spelt,1992-09-29,2002-01-01
Production,Jianhao,Thisen,1995-11-23,9999-01-01
Production,Yishay,Harnett,1996-08-05,9999-01-01
Development,Jianhui,Zuberek,1990-08-23,1997-10-26
Marketing,Dietrich,Journel,1997-02-17,9999-01-01
Sales,Dietrich,Journel,1992-10-18,1997-02-17
Sales,Gao,Poulakidas,1995-07-08,9999-01-01
Research,Sreenivas,Bashian,1987-03-13,9999-01-01
Sales,Alassane,Morrin,1986-06-16,2000-03-25
Development,Fun,Varman,1985-02-24,9999-01-01
Production,Cordelia,Axelband,1988-02-16,9999-01-01
Sales,Tetsushi,Speel,1999-08-20,9999-01-01
Human Resources,Salvador,Olano,1999-11-15,9999-01-01
Production,Theirry,Yeung,1988-10-04,2000-11-22
Finance,Xiaoqiu,Krychniak,1991-01-03,9999-01-01
Production,Ennio,Schmiedel,2001-08-01,9999-01-01
Research,Ennio,Schmiedel,1993-07-02,2001-08-01
Development,Shigeaki,Shanbhogue,1989-11-24,9999-01-01
Development,Aiman,Stentiford,1991-06-02,9999-01-01
Customer Service,Christoper,Rehfuss,1991-03-02,9999-01-01
Production,Odinaldo,Prochazka,1994-04-13,9999-01-01
Development,Shmuel,Juneja,1995-11-06,9999-01-01
Production,Prasadram,Stille,1985-02-14,1998-05-29
Development,Mana,Papastamatiou,1986-02-17,9999-01-01
Development,Sajjad,Willoner,1991-01-09,1994-08-24
Research,Sajjad,Willoner,1994-08-24,9999-01-01
Production,Kirk,Vuskovic,1992-02-04,9999-01-01
Development,Behnaam,Srimani,1991-11-20,9999-01-01
Production,Shigeo,Dulay,1988-07-25,9999-01-01
Finance,Subbu,Sanella,1994-01-26,9999-01-01
Research,Yongqiao,Kalloufi,1986-04-09,9999-01-01
Marketing,Hidde,Hettesheimer,1987-06-18,1988-09-20
Sales,Almudena,Alvarado,1993-09-27,9999-01-01
Development,Falguni,Kenevan,1990-09-12,2000-03-29
Production,Falguni,Kenevan,2000-03-29,9999-01-01
Development,Kiyokazu,Whitcomb,1988-04-02,9999-01-01
Production,Giri,Undy,1989-11-24,9999-01-01
Sales,Sanjit,Coors,1996-05-23,9999-01-01
Sales,Lucien,Schaad,1990-04-01,9999-01-01
Production,Margo,Gronowski,1998-06-22,2000-09-27
Development,Seshu,Crelier,1991-11-17,9999-01-01
Sales,Emran,Rettelbach,1992-04-27,9999-01-01
Customer Service,Barton,Usdin,1999-07-24,2002-05-09
Marketing,Douadi,Wossner,1989-04-23,1993-11-06
Sales,Wayne,Restivo,1995-07-20,9999-01-01
Development,Susanna,Brizzi,1990-04-07,2002-07-29
Production,Susanna,Brizzi,2002-07-29,9999-01-01
Quality Management,Moti,Wixon,1993-07-01,9999-01-01
Development,Toshiki,Marakhovsky,1987-05-02,9999-01-01
Development,Rosalyn,Hambrick,1996-01-13,9999-01-01
Production,Adhemar,Talmor,1986-05-25,1991-06-02
Development,Janche,Zhang,1994-12-03,9999-01-01
Development,Irena,Roccetti,1997-03-30,9999-01-01
Development,Karsten,Blokdijk,1989-09-16,9999-01-01
Production,Gil,Peroz,1991-09-02,9999-01-01
Human Resources,Inderjeet,Jansen,1997-10-13,9999-01-01
Customer Service,Gila,Ozeri,1997-02-27,9999-01-01
Production,Gila,Ozeri,1990-03-03,1997-02-27
Finance,Keung,Delgrande,1996-03-10,9999-01-01
Sales,Tommaso,Marwedel,1996-11-07,9999-01-01
Customer Service,Hidekazu,Angel,1991-10-30,2001-10-03
Production,Ranga,Yeung,1994-10-07,9999-01-01
Sales,Vivian,Kusakabe,1993-04-09,9999-01-01
Development,Marit,Veeraraghavan,1990-11-10,9999-01-01
Development,Hinrich,Siepmann,1992-02-10,9999-01-01
Production,Turgut,Narlikar,1989-05-15,9999-01-01
Development,Aleksander,Danlos,1992-01-15,1996-02-11
Research,Aleksander,Danlos,1996-02-11,9999-01-01
Production,Sham,Gyorkos,1990-05-07,9999-01-01
Development,Leszek,Petereit,1986-07-15,1995-01-13
Human Resources,Danil,Deverell,1996-12-03,9999-01-01
Human Resources,Shigeu,Itzfeldt,1995-03-13,9999-01-01
Development,Krisda,Krogh,1987-03-14,9999-01-01
Sales,Lalit,Francisci,1999-10-20,2001-12-07
Production,Bezalel,Katzenelson,1997-01-13,9999-01-01
Development,Inderjeet,Chaudhuri,1994-10-18,9999-01-01
Development,Yoshimitsu,Velardi,1985-07-25,1987-11-20
Sales,Sorina,Herber,1997-05-16,9999-01-01
Development,Nahid,Chepyzhov,1990-11-11,1994-04-02
Research,Nahid,Chepyzhov,1994-04-02,9999-01-01
Production,Toney,Angiulli,1991-09-22,1999-12-20
Human Resources,Saeko,Porotnikoff,1996-09-25,9999-01-01
Sales,Heejo,Frolund,1993-07-11,2000-01-19
Sales,Jenwei,Borovoy,1994-11-10,9999-01-01
Development,Pramod,Erol,1992-10-25,9999-01-01
Sales,Anneke,Meszaros,1992-12-04,9999-01-01
Development,Guozhong,Zucker,1993-03-21,9999-01-01
Development,Hirochika,Narlikar,1998-10-05,9999-01-01
Development,Slavian,Keirsey,1987-11-11,9999-01-01
Finance,Pranas,Benaini,1985-05-29,1995-07-19
Sales,Pranas,Benaini,1995-07-19,1995-08-25
Production,Fumiyo,Esposito,1988-03-01,9999-01-01
Customer Service,Uri,Chorvat,1996-01-31,9999-01-01
Production,Tesuro,Bahk,1997-09-03,9999-01-01
Development,Marlo,Ratnaker,1988-02-16,9999-01-01
Customer Service,Vitali,Welham,1998-06-23,9999-01-01
Development,Hongzhu,Chepyzhov,1992-10-04,9999-01-01
Research,Zijian,Maginnis,1996-01-08,9999-01-01
Research,Danai,Chachaty,1990-02-12,1992-01-13
Development,Otmar,Feinberg,1987-04-30,9999-01-01
Production,Nahla,Castellani,1990-03-25,9999-01-01
Finance,Remko,Dalton,1997-07-04,2000-11-22
Sales,Remko,Dalton,2000-11-22,9999-01-01
Production,Sanjay,Litzkow,1988-06-21,9999-01-01
Finance,Juichirou,Kitsuregawa,1992-03-26,9999-01-01
Marketing,Junsik,Rijckaert,1994-04-29,9999-01-01
Development,Dinah,Shackel,1995-06-01,9999-01-01
Development,Jouko,Kolinko,1988-08-12,1991-07-12
Marketing,Ottavia,Giarratana,1988-01-12,9999-01-01
Production,Arto,Serra,1999-12-17,9999-01-01
Development,Teunis,Noriega,1993-01-23,1999-02-12
Production,Teunis,Noriega,1999-02-12,9999-01-01
Production,Xumin,Peck,1989-12-24,9999-01-01
Development,Qingxiang,Snyers,1988-01-23,2000-07-13
Finance,Zhonghua,Reeker,1989-05-20,9999-01-01
Customer Service,Makato,Cusworth,1999-07-28,9999-01-01
Finance,Maren,Granlund,1997-11-28,1999-09-03
Customer Service,Yurij,Iisaka,1996-11-17,9999-01-01
Sales,Shunichi,McAffer,1988-03-23,9999-01-01
Human Resources,Parviz,Rebaine,1995-09-14,9999-01-01
Production,Bluma,Zeilberger,1991-09-29,1996-04-19
Development,Hyuckchul,Casperson,1994-07-29,1997-11-18
Research,Hyuckchul,Casperson,1997-11-18,1998-01-14
Development,Abdelaziz,Bisiani,1999-03-17,9999-01-01
Finance,Ymte,Waschkowski,1993-02-02,9999-01-01
Development,Valeri,Danley,1999-09-04,9999-01-01
Development,Alejandra,Perng,1999-10-13,9999-01-01
Development,Chriss,Gide,1987-08-02,9999-01-01
Human Resources,Neven,Brender,1990-05-13,9999-01-01
Development,Kish,Honglei,1992-11-21,1998-12-08
Marketing,Florina,Garnier,2002-01-08,9999-01-01
Sales,Florina,Garnier,1995-10-02,2002-01-08
Customer Service,Bedir,Haumacher,1990-11-09,9999-01-01
Production,Guiseppe,Stranks,1997-06-23,9999-01-01
Production,Aimee,Tokunaga,1999-10-28,9999-01-01
Finance,Zongyan,Cusworth,1995-12-27,1996-10-20
Development,Avishai,Azadmanesh,1987-05-17,9999-01-01
Research,Leon,Kaiser,1990-03-13,9999-01-01
Finance,Xiaopeng,Lanphier,1986-04-13,9999-01-01
Human Resources,Satoru,Otillio,1988-08-05,9999-01-01
Development,Matt,Jumpertz,1989-08-22,1995-10-04
Production,Matt,Jumpertz,1995-10-04,9999-01-01
Development,Denny,Setia,1989-09-17,9999-01-01
Sales,Larisa,Bage,1993-03-22,9999-01-01
Customer Service,Berhard,Daescu,1986-01-08,9999-01-01
Marketing,Rildo,Straney,1988-01-26,2001-07-11
Production,Zorica,Acton,1998-05-19,9999-01-01
Development,Unal,Fendler,1991-09-09,9999-01-01
Customer Service,Bluma,Hiltgen,1999-08-29,9999-01-01
Development,Barton,Engberts,1994-12-08,9999-01-01
Quality Management,Hatim,Deverell,1985-11-17,9999-01-01
Development,Angel,Mondadori,1998-04-14,2002-06-27
Customer Service,Hyuncheol,Zolotykh,1989-10-07,9999-01-01
Sales,Hyuncheol,Zolotykh,1986-10-27,1989-10-07
Development,Bader,Szemeredi,1991-01-14,9999-01-01
Production,Giri,Baumann,1996-05-12,9999-01-01
Research,Yolla,Kropatsch,1995-02-17,9999-01-01
Sales,Hironobu,Wynblatt,1990-07-18,9999-01-01
Production,Gonzalo,Eldridge,1994-05-03,2001-04-08
Development,Moty,Trystram,1990-12-24,9999-01-01
Research,Aral,Erman,1999-11-09,9999-01-01
Development,Jiafu,Mateescu,1986-02-02,1988-02-21
Research,Jiafu,Mateescu,1988-02-21,9999-01-01
Sales,Sorina,Kermarrec,1995-07-09,9999-01-01
Development,Arvind,DuBourdieux,1991-06-21,9999-01-01
Development,Uma,Koprowski,1994-08-18,9999-01-01
Research,Jagoda,Naumovich,1986-04-26,2001-02-21
Development,Aran,Sadowsky,1999-11-24,9999-01-01
Production,Goa,Poehlman,1999-10-28,9999-01-01
Development,Aiman,Constantine,1987-08-12,9999-01-01
Human Resources,Serap,Tasistro,1991-09-13,9999-01-01
Development,Adib,Rullman,1988-07-21,9999-01-01
Development,Guenter,Karunanithi,1995-09-05,1999-07-31
Production,Odinaldo,Kruskal,2001-08-05,9999-01-01
Research,Odinaldo,Kruskal,1996-06-26,2001-08-05
Customer Service,Bernd,Redmiles,1999-07-15,9999-01-01
Marketing,Dung,Gornas,1989-01-17,2000-04-14
Production,Eckart,Harnett,1997-07-14,9999-01-01
Production,Aluzio,Narlikar,1995-12-07,9999-01-01
Sales,Garnet,Isard,1990-09-08,9999-01-01
Development,Zita,Minakawa,1992-02-25,9999-01-01
Finance,Saeed,Kitai,1991-01-08,2000-06-06
Quality Management,Ugo,Maliniak,1989-12-09,9999-01-01
Production,Percy,Lorho,1986-04-20,9999-01-01
Development,Mohit,Janetzko,1996-05-14,1996-05-27
Production,Mohit,Janetzko,1996-05-27,1998-06-07
Finance,Fumitaka,Peak,1987-02-20,2000-10-09
Production,Morris,Andreotta,1994-12-21,9999-01-01
Customer Service,Sangeeta,Rodham,1996-02-20,9999-01-01
Production,Sachar,Erdi,1995-12-19,9999-01-01
Customer Service,Morrie,Gewali,1985-10-29,9999-01-01
Quality Management,Gurbir,Hellwagner,1991-09-26,9999-01-01
Production,Vincent,Schwartzbauer,1999-06-22,9999-01-01
Development,Rosita,Oppitz,1991-04-30,1992-01-06
Research,Rosita,Oppitz,1992-01-06,9999-01-01
Development,Gor,Iacovou,1985-03-30,9999-01-01
Development,Suzette,Sadowski,1996-04-30,2002-03-17
Marketing,Sven,Huttel,1989-01-06,9999-01-01
Development,Shim,Wiegley,1997-04-03,9999-01-01
Finance,Kiyomitsu,Peltason,1999-11-05,9999-01-01
Sales,Yaghout,Syang,1985-12-29,1992-06-03
Production,Poorav,Ranze,1988-01-23,9999-01-01
Development,Kolar,Usery,1990-08-31,9999-01-01
Production,Falguni,Khalid,1990-10-08,1999-09-20
Finance,Yuchang,Francisci,1990-08-14,1992-04-04
Human Resources,Yuchang,Francisci,1992-04-04,9999-01-01
Production,King,Brendel,1985-09-26,9999-01-01
Development,Roddy,Demeyer,1998-11-06,9999-01-01
Development,Jordanka,Ushiama,1999-12-14,2000-12-05
Quality Management,Byong,Conde,1993-05-28,9999-01-01
Production,Pradeep,Harbusch,1985-05-17,1999-08-25
Sales,Chenyi,Feinberg,1988-01-11,9999-01-01
Development,Odysseas,Ressouche,1995-04-01,2001-11-13
Development,Paddy,Brizzi,1997-10-07,2000-12-16
Production,Paddy,Brizzi,2000-12-16,9999-01-01
Development,Florina,Simkin,1986-01-06,1991-10-18
Production,Fumiyo,Boyle,1999-07-01,9999-01-01
Production,JiYoung,Chenney,1991-12-04,9999-01-01
Finance,Phillip,Dratva,1997-08-22,9999-01-01
Finance,Sumali,Liedekerke,1992-05-30,1999-01-04
Research,Lech,Himler,1992-01-21,9999-01-01
Production,Giap,Bolsens,1987-02-23,9999-01-01
Development,Yunming,Beetstra,1989-11-27,9999-01-01
Marketing,Goetz,Norsworthy,1994-05-08,1994-05-11
Sales,Goetz,Norsworthy,1994-05-07,1994-05-08
Human Resources,Nathalie,Standera,1999-09-18,9999-01-01
Sales,Monique,Doering,1997-07-15,9999-01-01
Production,Ishfaq,Candan,1985-07-04,9999-01-01
Development,Vishv,Bouloucos,1991-08-30,9999-01-01
Sales,Bedir,Perry,1987-12-25,1989-02-27
Customer Service,Guiseppe,Kleiser,1996-04-01,9999-01-01
Development,Munehiro,Dayana,1990-02-22,9999-01-01
Customer Service,Avishai,Bahr,1997-02-09,1997-11-29
Production,Jacqueline,Masand,1990-01-26,9999-01-01
Customer Service,Xiaoheng,Sluis,1999-03-17,9999-01-01
Production,Xiaoheng,Sluis,1994-12-30,1999-03-17
Development,Mahmut,Skafidas,1986-03-16,9999-01-01
Production,Mizuhito,Kemmerer,1990-03-17,2001-03-27
Marketing,Selwyn,Merey,1986-07-04,9999-01-01
Customer Service,Mori,Yavatkar,1988-01-11,9999-01-01
Production,Goncalo,Staudhammer,1994-08-01,1996-08-18
Customer Service,Patricio,Leuchs,1991-02-04,9999-01-01
Research,Kish,Perna,1997-07-06,2002-03-30
Human Resources,Moty,Kenevan,1994-05-15,9999-01-01
Development,Weijing,Bottner,1998-10-14,9999-01-01
Quality Management,Keiichiro,Marzano,1994-11-11,9999-01-01
Production,Patricia,dAstous,1997-06-06,2001-12-10
Quality Management,Patricia,dAstous,2001-12-10,9999-01-01
Marketing,Shiv,Neimat,1991-07-19,2002-07-27
Sales,Frazer,Ullian,1998-05-29,9999-01-01
Customer Service,Aruna,Journel,1998-01-26,9999-01-01
Production,Yurij,Schonegge,1999-03-02,9999-01-01
Development,Tadahiko,Sgarro,1988-07-30,9999-01-01
Development,Chinya,Birdsall,1985-08-10,1993-12-20
Development,Oksana,Roisin,1990-09-18,9999-01-01
Research,Teunis,Berztiss,1994-05-24,9999-01-01
Sales,Supot,Naudin,1993-05-03,9999-01-01
Quality Management,Khoa,Rousseau,1990-11-08,9999-01-01
Development,Goetz,Hiyoshi,1988-08-21,1997-06-02
Production,Goetz,Hiyoshi,1997-06-02,9999-01-01
Production,Elliott,Bednarek,1996-09-21,9999-01-01
Development,Gad,Griswold,1989-03-01,9999-01-01
Production,Yuchang,Matzke,1993-05-20,9999-01-01
Production,Uinam,Zschoche,1998-04-07,2001-01-15
Production,Masato,Setlzner,1985-08-24,9999-01-01
Quality Management,Katsuyuki,Velasco,1988-04-20,2002-04-02
Sales,Terresa,Benantar,1997-06-09,9999-01-01
Research,Kerhong,Bernick,1987-05-26,9999-01-01
Finance,Giap,Matzel,1993-04-25,1994-04-08
Human Resources,Giap,Matzel,1994-04-08,9999-01-01
Sales,Munehiro,Zallocco,1999-10-19,9999-01-01
Development,Chenxi,Leijenhorst,1987-03-07,9999-01-01
Development,Shim,Feldhoffer,1988-02-25,9999-01-01
Sales,Lijie,Lunn,1994-09-07,9999-01-01
Production,Ashish,Fortenbacher,1997-07-08,9999-01-01
Production,Berthier,Menhoudj,1996-09-20,1997-10-06
Sales,Shalesh,Shumilov,1990-04-27,9999-01-01
Sales,Nidapan,Dymetman,1993-07-17,9999-01-01
Human Resources,Renny,Pramanik,1994-04-19,9999-01-01
Customer Service,Morris,Caine,1991-05-22,9999-01-01
Customer Service,Uri,Rullman,2000-01-24,9999-01-01
Sales,Uri,Rullman,1990-12-26,2000-01-24
Human Resources,Huan,Monarch,1998-04-09,9999-01-01
Production,Pascal,Sooriamurthi,1986-08-02,1999-12-28
Marketing,Baocai,Pena,1992-06-26,9999-01-01
Development,Irena,Schurmann,1988-10-06,1990-04-17
Development,Masaru,Passino,1986-01-11,9999-01-01
Human Resources,Arfst,Mikschl,1999-08-19,9999-01-01
Marketing,Kirk,Kalsbeek,1995-08-01,9999-01-01
Development,Fan,Fairtlough,1993-12-04,2000-06-03
Production,Fan,Fairtlough,2000-06-03,9999-01-01
Development,Arnd,Anandan,1993-01-22,9999-01-01
Finance,Willard,Danley,1996-11-07,9999-01-01
Sales,Godehard,Gammage,1986-02-14,1990-03-30
Human Resources,Alper,Narahara,1993-07-21,1993-11-29
Marketing,Fen,Fiebach,1991-08-24,9999-01-01
Development,Toong,Driscoll,1998-02-22,9999-01-01
Sales,Hidde,Bergere,1986-10-11,9999-01-01
Quality Management,Krisda,Gecseg,1998-12-23,9999-01-01
Production,Huiqun,Rajcani,1990-11-24,9999-01-01
Production,Tomoyuki,Kermarrec,1995-08-22,9999-01-01
Customer Service,Jianhua,Leivant,1991-07-01,9999-01-01
Sales,Jianhua,Leivant,1987-08-10,1991-07-01
Sales,Chuanti,Karlin,1986-01-14,2002-02-22
Quality Management,Deniz,Ramras,1994-04-26,9999-01-01
Production,Gurbir,Katiyar,1996-12-30,9999-01-01
Production,Mohammad,Koshino,1993-06-04,9999-01-01
Customer Service,Pranav,Lieberherr,1992-01-22,9999-01-01
Development,Berni,Sanella,1986-07-14,1998-06-27
Development,Honesty,Smeets,1990-04-26,9999-01-01
Development,Dipayan,Koprowski,1997-04-25,9999-01-01
Development,Hidde,Tasistro,1997-01-25,9999-01-01
Development,Tokuyasu,Serre,1995-01-17,1997-04-03
Research,Tokuyasu,Serre,1997-04-03,9999-01-01
Research,Theirry,Danley,1986-07-25,9999-01-01
Production,Fen,Bratsberg,1985-04-20,9999-01-01
Development,Makato,Mayerwieser,1995-06-25,9999-01-01
Finance,Florina,Schapire,1990-04-22,1995-05-11
Research,Piyawadee,Copas,1994-11-21,9999-01-01
Production,Hercules,Munck,1999-08-21,9999-01-01
Quality Management,Yoshinari,Kalloufi,1993-05-03,9999-01-01
Development,Jagoda,Nannarelli,1998-07-13,9999-01-01
Finance,Kwangho,Reinhart,1993-03-29,1997-03-02
Sales,Kwangho,Reinhart,1997-03-02,9999-01-01
Customer Service,Sreenivas,Peck,1986-12-31,1990-06-18
Sales,Fusako,Stenning,1990-04-04,9999-01-01
Development,Kenroku,Gonthier,1997-01-01,9999-01-01
Marketing,King,Bernini,1996-05-21,9999-01-01
Quality Management,Gino,Werthner,1998-01-22,9999-01-01
Development,Howell,Baek,1989-06-10,1992-04-12
Sales,Zhenbing,Kadhim,1985-07-23,9999-01-01
Production,Byong,Bhattacharjee,1985-12-25,9999-01-01
Sales,Elliott,Spieker,1986-09-25,9999-01-01
Customer Service,Danco,Etalle,1993-07-03,1993-09-19
Sales,Danco,Etalle,1993-05-29,1993-07-03
Finance,Fayez,Yeung,1990-12-27,9999-01-01
Production,Billur,Gyorkos,1997-03-23,2002-03-22
Production,Houman,Unno,1990-03-20,9999-01-01
Customer Service,Guangming,Jonsson,1997-09-04,1998-10-15
Production,Shahid,Leppanen,1988-01-13,9999-01-01
Customer Service,Aram,Gilg,1999-06-16,9999-01-01
Finance,Karoline,Speel,1990-09-06,9999-01-01
Finance,Sukumar,Wegerle,1994-03-23,9999-01-01
Production,Mahmut,Borstler,1986-04-22,1997-12-28
Quality Management,Mahmut,Borstler,1997-12-28,9999-01-01
Quality Management,Filipp,Suri,1988-05-19,9999-01-01
Sales,Vincent,Papastamatiou,1995-01-29,1999-09-14
Marketing,Subir,Biron,1986-06-06,9999-01-01
Sales,Lakshmi,Deville,1997-04-25,9999-01-01
Development,Muzhong,Chleq,1985-08-15,9999-01-01
Production,Weiye,Nitsche,1992-01-11,9999-01-01
Production,Katsuo,Miake,1997-02-18,1998-10-25
