#
# New records
#
Yonghoan,Alencar,1955-12-28,F,1986-03-22
Jenwei,Ecklund,1964-03-06,M,1994-03-27
Kwangsub,Setia,1957-07-31,M,1989-05-11
Marke,Cesareni,1955-07-24,F,1986-12-12
Malu,Skafidas,1956-05-16,M,1988-12-28
Shigehiro,Cincotta,1959-05-02,F,1985-10-09
Yuchang,Lunt,1963-03-29,M,1990-07-08
Kwangho,Theuretzbacher,1963-12-31,F,1988-02-27
Tetsushi,Barvinok,1964-09-15,F,1996-01-25
Koichi,Lakshmanan,1963-05-16,F,1991-12-29
Ymte,Yetto,1952-11-21,M,1992-01-05
Boriana,Coors,1956-07-19,F,1987-09-23
Oguz,Gimbel,1954-06-11,F,1991-02-20
Mary,Wossner,1959-08-31,F,1986-05-18
Mohamadou,Smailagic,1963-06-25,F,1986-10-31
Dinah,Bahl,1964-10-23,M,1989-01-15
Shalesh,Stroustrup,1961-05-19,F,1985-02-21
Yechiam,Sambasivam,1964-10-29,F,1988-03-25
Stella,Benzmuller,1962-06-29,M,1996-09-25
Przemyslawa,Falby,1955-08-18,M,1987-07-23
Yucel,Reinhard,1959-05-13,M,1990-06-05
Martins,Barriga,1961-02-24,M,1994-05-03
Godehard,Eiter,1955-11-05,M,1986-02-28
Yannis,Couchot,1955-01-05,F,1989-03-28
Lein,Lichtman,1962-10-06,M,1998-10-16
Ishfaq,Krzyzanowski,1962-02-01,F,1995-04-29
Hauke,dAstous,1963-01-12,M,1990-06-30
Nechama,Schapiro,1957-12-20,M,1987-09-06
Snehasis,Brobst,1963-05-12,M,1988-02-14
Ramalingam,Gunderson,1952-06-12,M,1986-05-04
Beshir,Kisuki,1957-03-20,M,1995-10-26
Manton,Leuchs,1959-08-03,M,1985-02-03
Jeong,Rijsenbrij,1963-10-07,M,1988-08-06
Kazuhito,Shiratori,1953-03-25,M,1998-08-18
Rajmohan,Wallrath,1964-02-08,F,1985-10-27
Dines,Gerlach,1958-08-01,M,1990-11-28
Vitaly,Picci,1962-09-25,M,1989-11-06
JoAnna,Taubman,1962-12-31,F,1992-04-15
Sashi,Karlin,1957-08-23,M,1986-03-31
Hisao,Famili,1964-10-08,M,1990-04-06
Arumugam,Comellas,1956-01-18,F,1988-01-06
Yinlin,Esteva,1960-05-01,F,1988-09-28
Serge,Joslin,1958-09-07,F,1990-12-15
Shuky,Pearson,1963-04-17,M,1996-07-06
Mohit,Spelt,1956-10-27,M,1992-09-29
Jianhao,Thisen,1955-04-14,M,1986-05-08
Yishay,Harnett,1961-11-05,M,1992-01-09
Jianhui,Zuberek,1958-01-30,F,1988-03-19
Dietrich,Journel,1957-05-21,M,1992-10-18
Gao,Poulakidas,1953-12-02,F,1989-02-14
Sreenivas,Bashian,1962-12-03,M,1987-03-13
Alassane,Morrin,1958-10-30,M,1985-05-05
Fun,Varman,1963-12-10,M,1985-02-24
Cordelia,Axelband,1960-10-10,M,1988-02-16
Tetsushi,Speel,1964-02-23,F,1993-07-07
Salvador,Olano,1960-11-11,F,1990-02-16
Theirry,Yeung,1954-06-29,M,1988-10-04
Xiaoqiu,Krychniak,1957-08-23,M,1988-05-17
Ennio,Schmiedel,1957-09-20,M,1990-08-18
Shigeaki,Shanbhogue,1958-07-18,F,1989-11-24
Aiman,Stentiford,1958-07-17,M,1985-09-01
Christoper,Rehfuss,1956-05-28,M,1987-09-11
Odinaldo,Prochazka,1956-11-20,F,1988-02-09
Shmuel,Juneja,1960-05-08,M,1986-06-22
Prasadram,Stille,1964-03-03,F,1985-02-14
Mana,Papastamatiou,1961-07-12,M,1986-02-17
Sajjad,Willoner,1963-11-10,F,1986-01-05
Kirk,Vuskovic,1954-06-23,M,1992-02-04
Behnaam,Srimani,1962-03-04,F,1989-09-20
Shigeo,Dulay,1956-07-30,F,1987-01-28
Subbu,Sanella,1958-09-25,M,1994-01-26
Yongqiao,Kalloufi,1963-10-01,M,1986-04-09
Hidde,Hettesheimer,1952-12-22,F,1987-06-18
Almudena,Alvarado,1964-08-01,M,1990-06-05
Falguni,Kenevan,1952-07-24,M,1990-09-12
Kiyokazu,Whitcomb,1960-10-22,M,1988-04-02
Giri,Undy,1964-12-10,M,1989-11-24
Sanjit,Coors,1954-01-24,M,1995-04-01
Lucien,Schaad,1961-05-07,F,1990-04-01
Margo,Gronowski,1957-11-10,M,1989-03-31
Seshu,Crelier,1956-10-15,F,1989-03-17
Emran,Rettelbach,1963-08-17,F,1985-12-22
Barton,Usdin,1959-10-23,M,1994-08-29
Douadi,Wossner,1959-11-27,M,1988-03-12
Wayne,Restivo,1955-08-02,M,1995-07-20
Susanna,Brizzi,1957-04-24,M,1990-04-07
Moti,Wixon,1956-05-21,F,1985-04-29
Toshiki,Marakhovsky,1964-03-04,M,1987-05-02
Rosalyn,Hambrick,1964-11-30,F,1990-06-18
Adhemar,Talmor,1955-07-11,F,1986-05-25
Janche,Zhang,1956-10-02,M,1994-12-03
Irena,Roccetti,1955-06-24,F,1996-04-11
Karsten,Blokdijk,1964-05-11,M,1989-09-16
Gil,Peroz,1959-01-01,M,1991-09-02
Inderjeet,Jansen,1960-11-04,M,1990-09-01
Gila,Ozeri,1953-07-11,F,1990-03-03
Keung,Delgrande,1955-08-30,M,1996-03-10
Tommaso,Marwedel,1958-05-05,F,1988-03-10
Hidekazu,Angel,1955-01-26,F,1985-03-29
Ranga,Yeung,1963-08-03,F,1988-11-27
Vivian,Kusakabe,1961-04-27,M,1989-03-24
Marit,Veeraraghavan,1959-11-23,M,1990-11-10
Hinrich,Siepmann,1962-02-03,F,1991-06-23
Turgut,Narlikar,1959-09-15,M,1989-01-28
Aleksander,Danlos,1953-07-11,F,1987-03-07
Sham,Gyorkos,1955-12-19,F,1990-05-07
Leszek,Petereit,1958-02-08,F,1985-10-31
Danil,Deverell,1957-06-26,M,1996-12-03
Shigeu,Itzfeldt,1962-10-06,M,1991-11-07
Krisda,Krogh,1954-04-18,M,1985-09-11
Lalit,Francisci,1954-03-23,F,1986-01-30
Bezalel,Katzenelson,1954-08-10,F,1993-06-26
Inderjeet,Chaudhuri,1955-05-17,M,1988-02-16
Yoshimitsu,Velardi,1960-04-05,F,1985-07-25
Sorina,Herber,1957-02-09,M,1985-06-17
Nahid,Chepyzhov,1954-08-01,M,1990-11-11
Toney,Angiulli,1960-10-29,F,1991-09-22
Saeko,Porotnikoff,1955-08-25,F,1994-11-16
Heejo,Frolund,1954-07-11,M,1993-07-11
Jenwei,Borovoy,1960-11-04,M,1991-05-19
Pramod,Erol,1953-04-18,M,1992-10-25
Anneke,Meszaros,1958-11-09,M,1992-12-04
Guozhong,Zucker,1953-12-24,M,1993-03-21
Hirochika,Narlikar,1955-12-19,M,1986-08-06
Slavian,Keirsey,1957-07-25,M,1987-11-11
Pranas,Benaini,1962-02-22,M,1985-05-29
Fumiyo,Esposito,1957-03-01,M,1988-03-01
Uri,Chorvat,1957-11-24,M,1988-08-07
Tesuro,Bahk,1960-01-12,M,1995-09-28
Marlo,Ratnaker,1962-01-19,F,1988-02-16
Vitali,Welham,1956-03-25,M,1997-09-10
Hongzhu,Chepyzhov,1959-04-09,M,1992-10-04
Zijian,Maginnis,1958-12-31,M,1985-08-07
Danai,Chachaty,1960-04-25,M,1990-02-12
Otmar,Feinberg,1953-06-16,M,1987-04-30
Nahla,Castellani,1960-03-17,F,1987-05-28
Remko,Dalton,1959-02-02,F,1985-07-14
Sanjay,Litzkow,1962-06-18,M,1988-06-21
Juichirou,Kitsuregawa,1958-03-09,M,1989-12-31
Junsik,Rijckaert,1956-11-21,F,1994-04-29
Dinah,Shackel,1956-12-09,F,1991-09-20
Jouko,Kolinko,1964-01-03,M,1988-08-12
Ottavia,Giarratana,1956-04-07,F,1988-01-12
Arto,Serra,1959-10-17,F,1986-09-28
Teunis,Noriega,1965-01-09,M,1993-01-23
Xumin,Peck,1962-06-02,M,1989-12-24
Qingxiang,Snyers,1964-07-28,M,1988-01-23
Zhonghua,Reeker,1964-10-03,M,1989-05-20
Makato,Cusworth,1955-08-05,F,1990-06-25
Maren,Granlund,1959-03-20,F,1989-09-25
Yurij,Iisaka,1956-05-30,F,1995-06-09
Shunichi,McAffer,1962-04-23,M,1988-03-23
Parviz,Rebaine,1953-06-12,M,1987-01-08
Bluma,Zeilberger,1954-03-23,M,1986-07-13
Hyuckchul,Casperson,1959-12-26,M,1990-03-01
Abdelaziz,Bisiani,1961-03-03,M,1988-09-16
Ymte,Waschkowski,1960-03-26,F,1991-11-05
Valeri,Danley,1953-08-26,F,1986-03-20
Alejandra,Perng,1963-02-20,F,1996-10-07
Chriss,Gide,1958-08-21,F,1987-08-02
Neven,Brender,1956-09-25,M,1990-05-13
Kish,Honglei,1962-10-11,M,1986-06-20
Florina,Garnier,1964-12-25,M,1992-10-25
Bedir,Haumacher,1956-07-04,M,1990-11-09
Guiseppe,Stranks,1952-06-18,F,1993-09-07
Aimee,Tokunaga,1956-01-23,F,1999-10-28
Zongyan,Cusworth,1959-01-14,M,1990-04-24
Avishai,Azadmanesh,1963-05-25,F,1987-05-17
Leon,Kaiser,1961-07-25,F,1990-03-13
Xiaopeng,Lanphier,1964-02-28,F,1985-03-25
Satoru,Otillio,1958-09-13,M,1988-08-05
Matt,Jumpertz,1962-09-06,F,1989-08-22
Denny,Setia,1957-11-18,M,1989-09-17
Larisa,Bage,1960-08-11,M,1993-03-22
Berhard,Daescu,1953-12-14,F,1986-01-08
Rildo,Straney,1955-12-16,M,1988-01-26
Zorica,Acton,1962-08-30,M,1989-08-05
Unal,Fendler,1952-03-23,M,1991-09-09
Bluma,Hiltgen,1958-04-09,M,1998-03-04
Barton,Engberts,1959-09-13,M,1994-12-08
Hatim,Deverell,1964-02-02,M,1985-11-17
Angel,Mondadori,1962-11-30,M,1987-04-02
Hyuncheol,Zolotykh,1961-09-30,M,1986-10-27
Bader,Szemeredi,1952-11-25,M,1985-07-23
Giri,Baumann,1958-06-13,F,1996-05-12
Yolla,Kropatsch,1960-04-08,M,1988-07-08
Hironobu,Wynblatt,1963-06-17,M,1990-07-18
Gonzalo,Eldridge,1959-10-11,M,1989-12-17
Moty,Trystram,1957-06-04,M,1990-12-24
Aral,Erman,1959-07-02,M,1996-05-18
Jiafu,Mateescu,1961-01-06,F,1986-02-02
Sorina,Kermarrec,1962-12-25,M,1992-01-10
Arvind,DuBourdieux,1963-06-20,F,1991-06-21
Uma,Koprowski,1952-04-12,F,1994-08-18
Jagoda,Naumovich,1959-04-14,M,1986-04-26
Aran,Sadowsky,1960-09-28,M,1997-03-11
Goa,Poehlman,1959-11-21,M,1995-09-25
Aiman,Constantine,1963-10-08,M,1985-08-20
Serap,Tasistro,1956-01-27,M,1987-06-27
Adib,Rullman,1955-12-19,M,1988-07-21
Guenter,Karunanithi,1959-09-26,F,1995-09-05
Odinaldo,Kruskal,1956-06-17,M,1985-08-01
Bernd,Redmiles,1964-07-12,F,1995-03-17
Dung,Gornas,1960-10-03,M,1989-01-17
Eckart,Harnett,1964-01-14,F,1993-05-26
Aluzio,Narlikar,1957-10-06,M,1991-11-04
Garnet,Isard,1958-10-22,M,1990-09-08
Zita,Minakawa,1954-01-11,F,1985-09-01
Saeed,Kitai,1959-06-16,F,1991-01-08
Ugo,Maliniak,1958-11-17,F,1989-12-09
Percy,Lorho,1961-05-24,F,1986-04-20
Mohit,Janetzko,1962-07-22,M,1988-11-24
Fumitaka,Peak,1952-11-17,M,1987-02-20
Morris,Andreotta,1962-04-22,F,1991-03-10
Sangeeta,Rodham,1962-04-06,F,1996-02-20
Sachar,Erdi,1954-07-06,M,1985-04-03
Morrie,Gewali,1964-09-12,M,1985-10-29
Gurbir,Hellwagner,1962-07-09,F,1991-09-26
Vincent,Schwartzbauer,1960-10-10,M,1990-10-15
Rosita,Oppitz,1963-10-08,M,1988-01-17
Gor,Iacovou,1961-02-11,F,1985-03-12
Suzette,Sadowski,1956-04-19,M,1995-08-15
Sven,Huttel,1954-01-02,F,1989-01-06
Shim,Wiegley,1955-03-13,M,1991-01-03
Kiyomitsu,Peltason,1963-12-26,M,1985-06-10
Yaghout,Syang,1957-02-17,M,1985-12-29
Poorav,Ranze,1953-10-23,F,1987-05-26
Kolar,Usery,1958-12-29,F,1990-08-31
Falguni,Khalid,1955-02-02,M,1990-10-08
Yuchang,Francisci,1964-04-12,F,1990-08-14
King,Brendel,1955-08-21,M,1985-09-26
Roddy,Demeyer,1953-06-14,F,1991-08-04
Jordanka,Ushiama,1952-12-02,M,1987-04-15
Byong,Conde,1964-07-18,M,1993-05-28
Pradeep,Harbusch,1958-09-30,F,1985-05-17
Chenyi,Feinberg,1956-09-08,M,1988-01-11
Odysseas,Ressouche,1962-06-10,M,1988-06-16
Paddy,Brizzi,1958-06-24,M,1995-11-21
Florina,Simkin,1961-01-11,M,1986-01-06
Fumiyo,Boyle,1962-11-26,F,1988-02-06
JiYoung,Chenney,1956-04-12,M,1991-12-04
Phillip,Dratva,1963-05-27,M,1994-06-15
Sumali,Liedekerke,1959-04-10,M,1992-05-30
Lech,Himler,1965-01-19,M,1992-01-21
Giap,Bolsens,1962-04-15,M,1987-02-23
Yunming,Beetstra,1953-01-12,F,1989-11-27
Goetz,Norsworthy,1961-02-24,M,1994-05-07
Nathalie,Standera,1964-06-10,M,1996-08-05
Monique,Doering,1954-02-28,F,1987-06-17
Ishfaq,Candan,1955-06-24,M,1985-07-04
Vishv,Bouloucos,1962-11-02,M,1987-08-16
Bedir,Perry,1956-06-18,F,1987-12-25
Guiseppe,Kleiser,1960-05-10,F,1989-11-08
Munehiro,Dayana,1956-01-21,M,1987-06-29
Avishai,Bahr,1960-07-11,F,1985-12-01
Jacqueline,Masand,1958-10-03,M,1990-01-26
Xiaoheng,Sluis,1956-03-12,M,1988-12-09
Mahmut,Skafidas,1958-01-27,F,1986-03-16
Mizuhito,Kemmerer,1955-08-11,F,1988-07-05
Selwyn,Merey,1953-03-13,M,1986-07-04
Mori,Yavatkar,1961-07-09,F,1988-01-11
Goncalo,Staudhammer,1955-09-12,M,1989-11-06
Patricio,Leuchs,1958-09-19,M,1991-02-04
Kish,Perna,1952-09-18,F,1991-10-21
Moty,Kenevan,1963-11-13,M,1994-05-15
Weijing,Bottner,1957-01-27,F,1987-05-12
Keiichiro,Marzano,1963-02-09,M,1994-11-11
Patricia,dAstous,1964-05-19,M,1989-03-14
Shiv,Neimat,1958-07-10,F,1991-04-16
Frazer,Ullian,1963-06-28,M,1993-12-13
Aruna,Journel,1964-05-19,F,1987-02-02
Yurij,Schonegge,1962-04-01,M,1990-07-03
Tadahiko,Sgarro,1954-05-27,M,1988-07-30
Chinya,Birdsall,1962-09-04,M,1985-08-10
Oksana,Roisin,1960-08-27,F,1987-10-02
Teunis,Berztiss,1962-06-26,M,1992-03-29
Supot,Naudin,1954-12-14,M,1985-05-21
Khoa,Rousseau,1959-06-30,M,1990-11-08
Goetz,Hiyoshi,1956-10-04,F,1988-08-21
Elliott,Bednarek,1961-07-18,M,1992-02-09
Gad,Griswold,1957-11-21,F,1988-06-06
Yuchang,Matzke,1961-12-15,M,1993-05-20
Uinam,Zschoche,1953-03-05,M,1994-06-27
Masato,Setlzner,1960-10-27,M,1985-08-24
Katsuyuki,Velasco,1952-09-15,F,1988-04-20
Terresa,Benantar,1964-02-20,M,1996-04-18
Kerhong,Bernick,1959-09-12,F,1987-05-26
Giap,Matzel,1958-10-17,M,1993-04-25
Munehiro,Zallocco,1964-06-23,F,1986-10-23
Chenxi,Leijenhorst,1955-09-11,M,1987-03-07
Shim,Feldhoffer,1962-01-06,F,1987-03-04
Lijie,Lunn,1957-10-23,F,1994-09-07
Ashish,Fortenbacher,1954-06-29,M,1997-07-08
Berthier,Menhoudj,1957-09-14,F,1987-08-11
Shalesh,Shumilov,1954-07-04,M,1990-04-27
Nidapan,Dymetman,1952-09-17,F,1993-07-17
Renny,Pramanik,1960-11-12,M,1994-04-19
Morris,Caine,1958-02-24,F,1989-06-27
Uri,Rullman,1958-10-02,F,1990-12-26
Huan,Monarch,1958-12-20,M,1995-10-22
Pascal,Sooriamurthi,1957-02-19,M,1986-08-02
Baocai,Pena,1956-11-12,F,1986-02-23
Irena,Schurmann,1959-04-14,M,1987-03-12
Masaru,Passino,1956-08-02,F,1986-01-11
Arfst,Mikschl,1956-06-13,M,1995-01-02
Kirk,Kalsbeek,1958-09-20,M,1985-03-18
Fan,Fairtlough,1958-03-27,M,1985-12-30
Arnd,Anandan,1952-12-06,M,1993-01-22
Willard,Danley,1953-09-25,M,1996-11-07
Godehard,Gammage,1962-10-12,M,1986-02-14
Alper,Narahara,1955-07-11,F,1993-02-22
Fen,Fiebach,1954-08-17,M,1991-08-24
Toong,Driscoll,1953-10-11,M,1996-06-21
Hidde,Bergere,1964-08-29,F,1986-10-11
Krisda,Gecseg,1953-04-12,F,1989-02-08
Huiqun,Rajcani,1954-12-16,M,1990-11-24
Tomoyuki,Kermarrec,1952-11-23,M,1985-07-28
Jianhua,Leivant,1953-07-15,F,1985-07-26
Chuanti,Karlin,1957-02-06,M,1986-01-14
Deniz,Ramras,1957-10-19,M,1990-04-11
Gurbir,Katiyar,1964-04-02,M,1991-10-05
Mohammad,Koshino,1961-04-26,M,1993-06-04
Pranav,Lieberherr,1961-10-14,M,1990-04-21
Berni,Sanella,1961-08-29,F,1986-07-14
Honesty,Smeets,1961-09-05,M,1990-04-26
Dipayan,Koprowski,1954-02-03,M,1987-03-03
Hidde,Tasistro,1960-12-24,F,1988-06-30
Tokuyasu,Serre,1952-06-27,M,1994-01-26
Theirry,Danley,1952-03-04,M,1986-07-25
Fen,Bratsberg,1954-07-16,F,1985-04-20
Makato,Mayerwieser,1953-03-05,M,1995-06-25
Florina,Schapire,1963-01-01,F,1990-04-22
Piyawadee,Copas,1959-11-15,M,1994-11-21
Hercules,Munck,1959-11-24,F,1996-03-21
Yoshinari,Kalloufi,1964-03-22,F,1993-05-03
Jagoda,Nannarelli,1954-08-11,M,1998-07-13
Kwangho,Reinhart,1957-08-07,M,1991-08-05
Sreenivas,Peck,1964-03-13,F,1986-12-31
Fusako,Stenning,1957-06-11,F,1990-04-04
Kenroku,Gonthier,1952-10-01,M,1996-08-15
King,Bernini,1961-10-16,F,1993-01-03
Gino,Werthner,1961-11-05,M,1992-03-11
Howell,Baek,1962-02-27,M,1989-06-10
Zhenbing,Kadhim,1956-01-19,F,1985-07-23
Byong,Bhattacharjee,1962-08-05,M,1985-12-25
Elliott,Spieker,1958-01-07,F,1985-09-04
Danco,Etalle,1961-03-16,M,1991-04-19
Fayez,Yeung,1959-12-13,F,1990-12-27
Billur,Gyorkos,1952-10-01,M,1986-10-08
Houman,Unno,1959-05-11,F,1990-03-20
Guangming,Jonsson,1962-10-09,F,1996-03-15
Shahid,Leppanen,1956-07-23,F,1988-01-13
Aram,Gilg,1952-10-24,M,1989-02-15
Karoline,Speel,1952-02-21,F,1990-09-06
Sukumar,Wegerle,1952-07-09,M,1994-03-23
Mahmut,Borstler,1958-01-18,M,1986-04-22
Filipp,Suri,1958-10-27,F,1988-05-19
Vincent,Papastamatiou,1955-08-05,F,1995-01-29
Subir,Biron,1964-09-11,M,1986-06-06
Lakshmi,Deville,1952-06-13,M,1988-02-25
Muzhong,Chleq,1953-08-18,F,1985-08-15
Weiye,Nitsche,1962-02-11,M,1986-04-20
Katsuo,Miake,1959-06-13,M,1996-04-18
Fun,Heuser,1953-11-01,M,1994-11-29
Shimshon,Champarnaud,1952-07-30,M,1987-11-07
Teunis,Kleiser,1958-03-07,F,1993-04-15
Rayond,Cronau,1953-05-06,M,1991-08-19
Sushant,Begiun,1964-09-30,M,1995-03-26
Lunjin,DeMori,1953-01-16,M,1989-03-16
Kwangho,Dredge,1959-03-15,F,1987-06-28
Cheong,Coors,1956-06-21,F,1987-08-11
Ramzi,Furudate,1963-04-13,M,1988-04-21
Susanne,Jiang,1963-12-15,F,1990-12-07
Kazunori,Vieth,1959-12-13,M,1990-04-11
Danil,Kropatsch,1960-01-30,M,1989-08-23
Suebskul,Srimani,1958-08-21,F,1991-07-18
Vishwani,Petersohn,1952-03-21,M,1986-04-26
Adil,Taubenfeld,1964-04-12,M,1994-10-08
Arno,Kumaresan,1958-05-27,F,1986-04-09
Munenori,Markovitch,1961-11-10,F,1986-04-10
Valery,Rousseau,1962-05-11,F,1989-10-06
Ferdinand,Prenel,1955-07-18,F,1995-09-07
Chrisa,Narahara,1959-06-12,M,1992-10-30
Inderjeet,Perly,1964-05-09,M,1990-04-22
Visit,Nyanchama,1958-06-04,M,1989-02-14
Debatosh,Colorni,1959-08-28,F,1993-04-16
Jianhui,Aloia,1961-04-30,M,1985-02-28
Munehiro,Carrere,1952-02-06,F,1994-01-20
JiYoung,Luks,1963-09-26,M,1988-12-25
Rajmohan,Koblick,1961-11-27,M,1985-10-08
Georgi,Atchley,1954-11-11,M,1985-04-21
Arco,Jervis,1958-11-11,M,1989-07-13
Shay,Casley,1959-07-22,M,1988-06-25
Oscal,Fasbender,1952-07-27,M,1986-04-23
Narain,Thummel,1952-09-03,M,1992-06-25
Mizuhito,Prochazka,1956-04-26,M,1998-03-24
Valery,Skafidas,1961-03-11,M,1987-12-06
Make,Spataro,1962-01-03,M,1996-07-01
Tesuya,Slaats,1956-05-10,F,1987-12-03
Susumu,Reghbati,1954-12-26,M,1985-12-13
Reinhard,Lindenbaum,1961-09-04,M,1987-04-19
Ronghao,Narahara,1955-04-08,M,1991-07-09
Mara,Bahi,1955-07-20,F,1986-07-27
Kyoichi,Wossner,1953-10-27,M,1992-08-09
Younwoo,Maquelin,1957-04-29,M,1990-04-09
Hironoby,Atchley,1954-04-27,F,1988-08-14
Heng,Waterhouse,1960-02-13,F,1986-09-04
Leni,Eppinger,1954-10-13,F,1990-04-30
Gal,Scallan,1953-03-13,M,1985-10-26
Udaiprakash,Schmezko,1961-11-01,M,1991-04-07
Sumali,Arlazarov,1958-10-26,M,1991-04-15
Arch,Minakawa,1954-01-13,M,1990-08-09
Abdulla,Beutelspacher,1963-06-30,F,1992-06-14
Avishai,Picci,1955-11-19,F,1994-09-09
Juyoung,Seghrouchni,1965-01-24,F,1993-08-02
Bartek,Strooper,1960-05-21,F,1993-11-11
Morris,Famili,1961-08-09,M,1990-03-09
Mountaz,Schicker,1953-04-08,F,1987-10-27
Anyuan,Nanard,1964-09-11,M,1987-08-29
Shaowei,Iisaku,1958-05-11,F,1985-09-24
Matk,Akazan,1964-07-13,M,1990-11-01
Aleksander,Fioravanti,1953-01-07,F,1994-12-02
Katsuyuki,Norsworthy,1960-08-26,M,1993-08-22
Toshimitsu,Larfeldt,1952-08-08,F,1989-09-08
Berna,Skafidas,1955-11-19,M,1988-02-19
Remko,Zyda,1952-05-25,M,1991-05-24
Kazuhiro,Kushnir,1959-09-25,F,1990-07-04
Shaz,Kabayashi,1956-09-08,M,1996-02-04
Gor,Usery,1954-09-29,F,1995-11-16
Shigehito,Brodie,1952-12-23,M,1996-09-30
Shigeichiro,Wroclawski,1953-08-14,F,1990-03-13
Sushant,Staylopatis,1958-12-07,M,1996-06-08
Marco,Iisaku,1962-01-20,M,1989-07-06
Inderjeet,Bharadwaj,1958-08-26,M,1986-07-22
Jahangir,Laventhal,1956-06-23,F,1987-02-12
Ranga,Burnard,1964-11-16,F,1990-08-07
Urs,Danley,1959-02-24,F,1986-09-27
Arno,Picel,1955-02-02,M,1992-06-29
Duke,Schnabel,1961-06-06,M,1988-01-23
Huican,Katalagarianos,1958-11-07,M,1988-11-27
Kerryn,Vigier,1956-06-19,M,1994-03-01
Billur,Braunschweig,1959-10-24,M,1988-03-14
Weiwu,Choobineh,1957-03-28,M,1986-05-14
Naraig,Kugler,1956-08-23,F,1986-12-16
Hatsukazu,Swist,1957-04-15,M,1988-01-14
Takushi,Bolsens,1962-04-02,F,1990-10-11
Eckart,Braunschweig,1955-07-10,M,1986-07-29
Danel,Pardalos,1962-07-04,M,1989-11-07
Eran,Adachi,1962-10-01,M,1993-08-01
Lakshmi,Kolinko,1961-03-19,M,1985-08-11
Premal,Noriega,1954-09-05,M,1988-08-22
Gen,Tiemann,1962-08-24,F,1994-09-16
Isamu,Vadhan,1955-02-08,M,1991-07-30
Fumiko,Asser,1961-10-05,F,1987-06-06
Valdiodio,Raczkowsky,1961-10-02,M,1989-03-05
Muneo,Papsdorf,1952-03-07,M,1985-11-25
Peternela,Birnbaum,1962-07-27,F,1986-10-31
Hitomi,Valette,1963-01-27,F,1992-12-06
Toong,Murrill,1957-03-19,M,1987-08-10
Huiqun,Bellone,1962-09-24,M,1985-05-18
Elrique,Raney,1959-09-11,F,1986-01-27
Filipp,Munawer,1963-11-10,M,1989-01-04
Sugwoo,Dulin,1956-07-22,F,1989-01-03
Yishay,Decleir,1964-02-27,M,1989-11-11
Somnath,Parascandalo,1961-08-09,F,1988-02-22
Pranjal,Billawala,1962-11-10,F,1988-07-09
Chiradeep,Furedi,1952-05-31,F,1990-12-10
Masako,Schiper,1954-08-11,M,1985-10-11
Flemming,Baezner,1952-11-26,M,1995-12-19
Chinya,Deyuan,1955-06-24,M,1985-06-19
Sumali,Candan,1954-09-08,F,1985-07-20
Shin,Foote,1954-10-22,M,1988-07-06
Munehiro,Aingworth,1957-05-22,M,1993-05-21
Zhensheng,Juneja,1958-11-26,M,1988-08-01
Arve,Erde,1958-11-17,F,1992-05-29
Divine,Aingworth,1961-06-17,M,1987-06-29
Chenye,Hertweck,1963-02-26,F,1997-07-19
Matk,Rahimi,1955-02-01,F,1990-02-07
Alselm,Parascandalo,1959-08-30,F,1994-05-06
Marlo,Kandlur,1956-02-17,M,1992-06-28
Insup,Benveniste,1961-12-04,F,1996-03-05
#
# Updated records
#
Kyoichi,Maliniak,1955-01-24,M,1989-09-17
Duangkaew,Piveteau,1963-06-04,F,1989-08-29
Kazuhito,Cappelletti,1961-05-05,M,1995-02-01
Cristinel,Bouloucos,1958-07-09,F,1993-08-08
Kazuhide,Peha,1954-06-22,F,1987-04-08
Mayuko,Warwick,1952-12-27,M,1991-01-31
Ramzi,Erde,1960-02-23,M,1988-02-15
Shahaf,Famili,1952-07-11,M,1995-08-27
Divier,Reistad,1962-07-13,F,1989-07-12
Elvis,Demeyer,1958-07-17,M,1994-02-22
Arif,Merlo,1956-11-17,M,1987-03-23
Bader,Swan,1963-01-01,M,1988-09-26
Adamantios,Portugali,1959-08-13,M,1992-01-08
Alejandro,Brender,1959-10-04,M,1988-01-24
Uri,Lenart,1959-08-30,F,1989-11-17
Magy,Stamatiou,1956-02-29,F,1993-03-26
Moss,Shanbhogue,1957-08-17,M,1989-09-07
Hidefumi,Caine,1953-07-31,M,1992-10-20
Heping,Nitsch,1961-03-01,M,1988-05-26
Breannda,Billingsley,1961-10-18,M,1987-11-07
Tse,Herber,1962-10-22,M,1985-09-22
Udi,Jansch,1959-04-10,M,1985-11-25
Satosi,Awdeh,1963-04-17,M,1988-05-23
Kwee,Schusler,1952-11-16,M,1986-03-03
Charlene,Brattka,1962-11-29,M,1987-08-12
Margareta,Bierman,1960-09-09,F,1989-11-10
Reuven,Garigliano,1955-08-23,M,1985-10-19
Hironoby,Sidou,1952-05-18,F,1988-07-26
Shir,McClurg,1954-02-26,M,1991-12-06
Mokhtar,Bernatsky,1955-08-31,F,1990-08-18
Parviz,Lortz,1963-09-12,M,1990-01-08
Xinglin,Eugenio,1959-07-26,F,1986-09-13
Valdiodio,Niizuma,1964-10-21,F,1989-09-27
Akemi,Birch,1953-11-29,M,1986-12-07
Xinyu,Warwick,1961-11-22,M,1987-04-21
Dung,Baca,1956-06-16,F,1994-03-27
Dayanand,Czap,1955-08-29,F,1985-06-02
Domenick,Peltason,1960-12-04,M,1986-03-19
Armond,Fairtlough,1960-03-29,F,1996-07-11
